날짜,순위,팀명,경기,승,패,무,승률,최근10경기
2010.05.21,4,KIA,43,21,22,0,0.488,4승0무6패
2010.05.21,5,롯데,45,20,25,0,0.444,6승0무4패
2010.05.21,6,LG,41,18,22,1,0.439,6승0무4패
2010.05.21,7,넥센,44,18,26,0,0.409,4승0무6패
2010.05.21,8,한화,44,17,27,0,0.386,7승0무3패
2010.05.22,1,SK,43,31,12,0,0.721,4승0무6패
2010.05.22,2,두산,43,25,17,1,0.581,4승0무6패
2010.05.22,3,삼성,44,23,21,0,0.523,6승0무4패
2010.05.22,4,KIA,43,21,22,0,0.488,4승0무6패
2010.05.22,5,롯데,45,20,25,0,0.444,6승0무4패
2010.05.22,6,LG,42,18,23,1,0.429,6승0무4패
2010.05.22,7,넥센,44,18,26,0,0.409,4승0무6패
2010.05.22,8,한화,44,17,27,0,0.386,7승0무3패
2010.05.23,1,SK,43,31,12,0,0.721,4승0무6패
2010.05.23,2,두산,44,26,17,1,0.591,4승0무6패
2010.05.23,3,삼성,44,23,21,0,0.523,6승0무4패
2010.05.23,4,KIA,44,22,22,0,0.500,4승0무6패
2010.05.23,5,롯데,45,20,25,0,0.444,6승0무4패
2010.05.23,6,LG,43,18,24,1,0.419,6승0무4패
2010.05.23,7,넥센,45,18,27,0,0.400,4승0무6패
2010.05.23,8,한화,44,17,27,0,0.386,7승0무3패
2010.05.24,1,SK,43,31,12,0,0.721,4승0무6패
2010.05.24,2,두산,44,26,17,1,0.591,4승0무6패
2010.05.24,3,삼성,44,23,21,0,0.523,6승0무4패
2010.05.24,4,KIA,44,22,22,0,0.500,4승0무6패
2010.05.24,5,롯데,45,20,25,0,0.444,6승0무4패
2010.05.24,6,LG,43,18,24,1,0.419,6승0무4패
2010.05.24,7,넥센,45,18,27,0,0.400,4승0무6패
2010.05.24,8,한화,44,17,27,0,0.386,7승0무3패
2010.05.25,1,SK,44,31,13,0,0.705,4승0무6패
2010.05.25,2,두산,45,26,18,1,0.578,4승0무6패
2010.05.25,3,삼성,45,24,21,0,0.533,6승0무4패
2010.05.25,4,KIA,45,22,23,0,0.489,4승0무6패
2010.05.25,5,롯데,46,21,25,0,0.457,6승0무4패
2010.05.25,6,LG,44,19,24,1,0.432,6승0무4패
2010.05.25,7,한화,45,18,27,0,0.400,7승0무3패
2010.05.25,8,넥센,46,18,28,0,0.391,4승0무6패
2010.05.26,1,SK,45,31,14,0,0.689,4승0무6패
2010.05.26,2,두산,46,26,19,1,0.565,4승0무6패
2010.05.26,3,삼성,46,25,21,0,0.543,6승0무4패
2010.05.26,4,KIA,46,22,24,0,0.478,4승0무6패
2010.05.26,5,롯데,47,22,25,0,0.468,6승0무4패
2010.05.26,6,LG,45,20,24,1,0.444,6승0무4패
2010.05.26,7,한화,46,19,27,0,0.413,7승0무3패
2010.05.26,8,넥센,47,18,29,0,0.383,4승0무6패
2010.05.27,1,SK,46,31,15,0,0.674,4승0무6패
2010.05.27,2,두산,47,27,19,1,0.574,4승0무6패
2010.05.27,3,삼성,47,26,21,0,0.553,6승0무4패
2010.05.27,4,KIA,47,23,24,0,0.489,4승0무6패
2010.05.27,5,롯데,48,22,26,0,0.458,6승0무4패
2010.05.27,6,LG,46,20,25,1,0.435,6승0무4패
2010.05.27,7,한화,47,19,28,0,0.404,7승0무3패
2010.05.27,8,넥센,48,19,29,0,0.396,4승0무6패
2010.05.28,1,SK,47,31,16,0,0.660,4승0무6패
2010.05.28,2,두산,48,28,19,1,0.583,4승0무6패
2010.05.28,3,삼성,48,26,22,0,0.542,6승0무4패
2010.05.28,4,KIA,48,23,25,0,0.479,4승0무6패
2010.05.28,5,롯데,49,23,26,0,0.469,6승0무4패
2010.05.28,6,LG,47,20,26,1,0.426,6승0무4패
2010.05.28,7,한화,48,20,28,0,0.417,7승0무3패
2010.05.28,8,넥센,49,20,29,0,0.408,4승0무6패
2010.05.29,1,SK,48,32,16,0,0.667,4승0무6패
2010.05.29,2,두산,49,28,20,1,0.571,4승0무6패
2010.05.29,3,삼성,49,27,22,0,0.551,6승0무4패
2010.05.29,4,KIA,49,24,25,0,0.490,4승0무6패
2010.05.29,5,롯데,50,23,27,0,0.460,6승0무4패
2010.05.29,6,LG,48,21,26,1,0.438,6승0무4패
2010.05.29,7,한화,49,20,29,0,0.408,7승0무3패
2010.05.29,8,넥센,50,20,30,0,0.400,4승0무6패
2010.05.30,1,SK,49,33,16,0,0.673,5승0무5패
2010.05.30,2,두산,50,28,21,1,0.560,4승0무6패
2010.05.30,2,삼성,50,28,22,0,0.560,6승0무4패
2010.05.30,4,KIA,50,25,25,0,0.500,5승0무5패
2010.05.30,5,롯데,51,23,28,0,0.451,5승0무5패
2010.05.30,6,LG,49,22,26,1,0.449,6승0무4패
2010.05.30,7,한화,50,20,30,0,0.400,6승0무4패
2010.05.30,8,넥센,51,20,31,0,0.392,3승0무7패
2010.05.31,1,SK,49,33,16,0,0.673,5승0무5패
2010.05.31,2,두산,50,28,21,1,0.560,4승0무6패
2010.05.31,2,삼성,50,28,22,0,0.560,6승0무4패
2010.05.31,4,KIA,50,25,25,0,0.500,5승0무5패
2010.05.31,5,롯데,51,23,28,0,0.451,5승0무5패
2010.05.31,6,LG,49,22,26,1,0.449,6승0무4패
2010.05.31,7,한화,50,20,30,0,0.400,6승0무4패
2010.05.31,8,넥센,51,20,31,0,0.392,3승0무7패
2010.06.01,1,SK,50,33,17,0,0.660,7승0무3패
2010.06.01,2,두산,51,29,21,1,0.569,4승0무6패
2010.06.01,2,삼성,51,29,22,0,0.569,4승0무6패
2010.06.01,4,KIA,51,25,26,0,0.490,7승0무3패
2010.06.01,5,LG,50,23,26,1,0.460,5승0무5패
2010.06.01,6,롯데,52,23,29,0,0.442,5승1무4패
2010.06.01,7,한화,51,21,30,0,0.412,4승0무6패
2010.06.01,8,넥센,52,20,32,0,0.385,3승1무6패
2010.06.02,1,SK,51,34,17,0,0.667,7승0무3패
2010.06.02,2,두산,52,29,22,1,0.558,4승0무6패
2010.06.02,2,삼성,52,29,23,0,0.558,4승0무6패
2010.06.02,4,KIA,52,26,26,0,0.500,7승0무3패
2010.06.02,5,LG,51,24,26,1,0.471,5승0무5패
2010.06.02,6,롯데,53,23,30,0,0.434,5승1무4패
2010.06.02,7,한화,52,21,31,0,0.404,4승0무6패
2010.06.02,8,넥센,53,21,32,0,0.396,3승1무6패
2010.06.03,1,SK,52,34,18,0,0.654,7승0무3패
2010.06.03,2,두산,53,30,22,1,0.566,4승0무6패
2010.06.03,3,삼성,53,29,24,0,0.547,4승0무6패
2010.06.03,4,KIA,53,27,26,0,0.509,7승0무3패
2010.06.03,5,LG,52,24,27,1,0.462,5승0무5패
2010.06.03,6,롯데,54,24,30,0,0.444,5승1무4패
2010.06.03,7,한화,53,22,31,0,0.415,4승0무6패
2010.06.03,8,넥센,54,21,33,0,0.389,3승1무6패
2010.06.04,1,SK,53,35,18,0,0.660,7승0무3패
2010.06.04,2,두산,54,31,22,1,0.574,4승0무6패
2010.06.04,3,삼성,54,29,25,0,0.537,4승0무6패
2010.06.04,4,KIA,54,28,26,0,0.519,7승0무3패
2010.06.04,5,롯데,55,25,30,0,0.455,5승1무4패
2010.06.04,6,LG,53,24,28,1,0.453,5승0무5패
2010.06.04,7,한화,54,22,32,0,0.407,4승0무6패
2010.06.04,8,넥센,55,21,34,0,0.382,3승1무6패
2010.06.05,1,SK,54,36,18,0,0.667,7승0무3패
2010.06.05,2,두산,55,31,23,1,0.564,4승0무6패
2010.06.05,3,삼성,55,29,26,0,0.527,4승0무6패
2010.06.05,4,KIA,55,28,27,0,0.509,7승0무3패
2010.06.05,5,롯데,56,26,30,0,0.464,5승1무4패
2010.06.05,6,LG,54,24,29,1,0.444,5승0무5패
2010.06.05,7,한화,55,23,32,0,0.418,4승0무6패
2010.06.05,8,넥센,56,22,34,0,0.393,3승1무6패
2010.06.06,1,SK,55,37,18,0,0.673,7승0무3패
2010.06.06,2,두산,56,32,23,1,0.571,4승0무6패
2010.06.06,3,삼성,56,29,27,0,0.518,4승0무6패
2010.06.06,4,KIA,56,28,28,0,0.500,7승0무3패
2010.06.06,5,롯데,57,27,30,0,0.474,5승1무4패
2010.06.06,6,LG,55,24,30,1,0.436,5승0무5패
2010.06.06,7,한화,56,23,33,0,0.411,4승0무6패
2010.06.06,8,넥센,57,23,34,0,0.404,3승1무6패
2010.06.07,1,SK,55,37,18,0,0.673,7승0무3패
2010.06.07,2,두산,56,32,23,1,0.571,4승0무6패
2010.06.07,3,삼성,56,29,27,0,0.518,4승0무6패
2010.06.07,4,KIA,56,28,28,0,0.500,7승0무3패
2010.06.07,5,롯데,57,27,30,0,0.474,5승1무4패
2010.06.07,6,LG,55,24,30,1,0.436,5승0무5패
2010.06.07,7,한화,56,23,33,0,0.411,4승0무6패
2010.06.07,8,넥센,57,23,34,0,0.404,3승1무6패
2010.06.08,1,SK,56,38,18,0,0.679,7승0무3패
2010.06.08,2,두산,57,32,24,1,0.561,4승0무6패
2010.06.08,3,KIA,57,29,28,0,0.509,7승0무3패
2010.06.08,3,삼성,57,29,28,0,0.509,4승0무6패
2010.06.08,5,롯데,58,27,30,1,0.466,5승1무4패
2010.06.08,6,LG,56,25,30,1,0.446,5승0무5패
2010.06.08,7,한화,57,23,34,0,0.404,4승0무6패
2010.06.08,8,넥센,58,23,34,1,0.397,3승1무6패
2010.06.09,1,SK,57,38,19,0,0.667,7승0무3패
2010.06.09,2,두산,58,32,25,1,0.552,4승0무6패
2010.06.09,3,KIA,58,30,28,0,0.517,7승0무3패
2010.06.09,3,삼성,58,30,28,0,0.517,4승0무6패
2010.06.09,5,롯데,59,28,30,1,0.475,5승1무4패
2010.06.09,6,LG,57,25,31,1,0.439,5승0무5패
2010.06.09,7,한화,58,24,34,0,0.414,4승0무6패
2010.06.09,8,넥센,59,23,35,1,0.390,3승1무6패
2010.06.10,1,SK,58,39,19,0,0.672,7승0무3패
2010.06.10,2,두산,59,33,25,1,0.559,6승0무4패
2010.06.10,3,KIA,59,30,29,0,0.508,5승0무5패
2010.06.10,3,삼성,59,30,29,0,0.508,4승1무5패
2010.06.10,5,롯데,60,29,30,1,0.483,4승1무5패
2010.06.10,6,LG,58,26,31,1,0.448,6승0무4패
2010.06.10,7,한화,59,24,35,0,0.407,4승0무6패
2010.06.10,8,넥센,60,23,36,1,0.383,3승1무6패
2010.06.11,1,SK,59,40,19,0,0.678,7승0무3패
2010.06.11,2,두산,60,33,26,1,0.550,6승0무4패
2010.06.11,3,KIA,60,30,30,0,0.500,5승0무5패
2010.06.11,3,삼성,60,30,30,0,0.500,4승1무5패
2010.06.11,5,롯데,61,30,30,1,0.492,4승1무5패
2010.06.11,6,LG,59,27,31,1,0.458,6승0무4패
2010.06.11,7,한화,60,24,36,0,0.400,4승0무6패
2010.06.11,8,넥센,61,24,36,1,0.393,3승1무6패
2010.06.12,1,SK,59,40,19,0,0.678,7승0무3패
2010.06.12,2,두산,60,33,26,1,0.550,6승0무4패
2010.06.12,3,삼성,61,31,30,0,0.508,4승1무5패
2010.06.12,4,롯데,62,31,30,1,0.500,4승1무5패
2010.06.12,5,KIA,61,30,31,0,0.492,5승0무5패
2010.06.12,6,LG,60,28,31,1,0.467,6승0무4패
2010.06.12,7,한화,61,24,37,0,0.393,4승0무6패
2010.06.12,8,넥센,62,24,37,1,0.387,3승1무6패
2010.06.13,1,SK,60,40,20,0,0.667,7승0무3패
2010.06.13,2,두산,61,34,26,1,0.557,6승0무4패
2010.06.13,3,KIA,62,31,31,0,0.500,5승0무5패
2010.06.13,3,삼성,62,31,31,0,0.500,4승1무5패
2010.06.13,5,롯데,63,31,31,1,0.492,4승1무5패
2010.06.13,6,LG,61,28,32,1,0.459,6승0무4패
2010.06.13,7,한화,62,25,37,0,0.403,4승0무6패
2010.06.13,8,넥센,63,25,37,1,0.397,3승1무6패
2010.06.14,1,SK,60,40,20,0,0.667,7승0무3패
2010.06.14,2,두산,61,34,26,1,0.557,6승0무4패
2010.06.14,3,KIA,62,31,31,0,0.500,5승0무5패
2010.06.14,3,삼성,62,31,31,0,0.500,4승1무5패
2010.06.14,5,롯데,63,31,31,1,0.492,4승1무5패
2010.06.14,6,LG,61,28,32,1,0.459,6승0무4패
2010.06.14,7,한화,62,25,37,0,0.403,4승0무6패
2010.06.14,8,넥센,63,25,37,1,0.397,3승1무6패
2010.06.15,1,SK,61,41,20,0,0.672,7승0무3패
2010.06.15,2,두산,62,35,26,1,0.565,6승0무4패
2010.06.15,3,KIA,63,32,31,0,0.508,5승0무5패
2010.06.15,3,삼성,63,32,31,0,0.508,4승1무5패
2010.06.15,5,롯데,64,31,32,1,0.484,4승1무5패
2010.06.15,6,LG,62,28,33,1,0.452,6승0무4패
2010.06.15,7,한화,63,25,38,0,0.397,4승0무6패
2010.06.15,8,넥센,64,25,38,1,0.391,3승1무6패
2010.06.16,1,SK,62,42,20,0,0.677,7승0무3패
2010.06.16,2,두산,63,36,26,1,0.571,6승0무4패
2010.06.16,3,KIA,64,33,31,0,0.516,5승0무5패
2010.06.16,3,삼성,64,33,31,0,0.516,4승1무5패
2010.06.16,5,롯데,65,31,33,1,0.477,4승1무5패
2010.06.16,6,LG,63,28,34,1,0.444,6승0무4패
2010.06.16,7,한화,64,25,39,0,0.391,4승0무6패
2010.06.16,8,넥센,65,25,39,1,0.385,3승1무6패
2010.06.17,1,SK,63,42,21,0,0.667,7승0무3패
2010.06.17,2,두산,64,36,27,1,0.563,6승0무4패
2010.06.17,3,KIA,65,34,31,0,0.523,5승0무5패
2010.06.17,4,삼성,65,33,31,1,0.508,4승1무5패
2010.06.17,5,롯데,66,31,33,2,0.470,4승1무5패
2010.06.17,6,LG,64,29,34,1,0.453,6승0무4패
2010.06.17,7,넥센,66,26,39,1,0.394,3승1무6패
2010.06.17,8,한화,65,25,40,0,0.385,4승0무6패
2010.06.18,1,SK,64,43,21,0,0.672,7승0무3패
2010.06.18,2,두산,64,36,27,1,0.563,6승0무4패
2010.06.18,3,KIA,66,34,32,0,0.515,5승0무5패
2010.06.18,4,삼성,66,33,32,1,0.500,4승1무5패
2010.06.18,5,롯데,67,31,34,2,0.463,4승1무5패
2010.06.18,6,LG,65,30,34,1,0.462,6승0무4패
2010.06.18,7,넥센,66,26,39,1,0.394,3승1무6패
2010.06.18,7,한화,66,26,40,0,0.394,4승0무6패
2010.06.19,1,SK,65,44,21,0,0.677,7승0무3패
2010.06.19,2,두산,65,37,27,1,0.569,6승0무4패
2010.06.19,3,KIA,67,34,33,0,0.507,5승0무5패
2010.06.19,4,삼성,67,33,33,1,0.493,4승1무5패
2010.06.19,5,LG,66,31,34,1,0.470,6승0무4패
2010.06.19,6,롯데,68,31,35,2,0.456,4승1무5패
2010.06.19,7,한화,67,27,40,0,0.403,4승0무6패
2010.06.19,8,넥센,67,26,40,1,0.388,3승1무6패
2010.06.20,1,SK,66,45,21,0,0.682,8승0무2패
2010.06.20,2,두산,66,37,28,1,0.561,6승0무4패
2010.06.20,3,KIA,68,34,34,0,0.500,0승0무10패
2010.06.20,3,삼성,68,34,33,1,0.500,7승0무3패
2010.06.20,5,롯데,69,32,35,2,0.464,4승1무5패
2010.06.20,6,LG,67,31,35,1,0.463,6승0무4패
2010.06.20,7,넥센,68,27,40,1,0.397,5승0무5패
2010.06.20,7,한화,68,27,41,0,0.397,3승0무7패
2010.06.21,1,SK,66,45,21,0,0.682,8승0무2패
2010.06.21,2,두산,66,37,28,1,0.561,6승0무4패
2010.06.21,3,KIA,68,34,34,0,0.500,0승0무10패
2010.06.21,3,삼성,68,34,33,1,0.500,7승0무3패
2010.06.21,5,롯데,69,32,35,2,0.464,4승1무5패
2010.06.21,6,LG,67,31,35,1,0.463,6승0무4패
2010.06.21,7,넥센,68,27,40,1,0.397,5승0무5패
2010.06.21,7,한화,68,27,41,0,0.397,3승0무7패
2010.06.22,1,SK,67,46,21,0,0.687,8승0무2패
2010.06.22,2,두산,67,38,28,1,0.567,6승0무4패
2010.06.22,3,KIA,69,34,35,0,0.493,0승0무10패
2010.06.22,3,삼성,69,34,34,1,0.493,7승0무3패
2010.06.22,5,롯데,70,33,35,2,0.471,4승1무5패
2010.06.22,6,LG,68,31,36,1,0.456,6승0무4패
2010.06.22,7,넥센,69,28,40,1,0.406,5승0무5패
2010.06.22,8,한화,69,27,42,0,0.391,3승0무7패
2010.06.23,1,SK,68,46,22,0,0.676,8승0무2패
2010.06.23,2,두산,68,38,29,1,0.559,6승0무4패
2010.06.23,3,삼성,70,35,34,1,0.500,7승0무3패
2010.06.23,4,KIA,70,34,36,0,0.486,0승0무10패
2010.06.23,5,롯데,71,34,35,2,0.479,4승1무5패
2010.06.23,6,LG,69,32,36,1,0.464,6승0무4패
2010.06.23,7,넥센,70,29,40,1,0.414,5승0무5패
2010.06.23,8,한화,70,27,43,0,0.386,3승0무7패
2010.06.24,1,SK,69,47,22,0,0.681,8승0무2패
2010.06.24,2,두산,69,38,30,1,0.551,6승0무4패
2010.06.24,3,삼성,71,36,34,1,0.507,7승0무3패
2010.06.24,4,롯데,72,35,35,2,0.486,4승1무5패
2010.06.24,5,KIA,71,34,37,0,0.479,0승0무10패
2010.06.24,6,LG,70,32,37,1,0.457,6승0무4패
2010.06.24,7,넥센,71,30,40,1,0.423,5승0무5패
2010.06.24,8,한화,71,27,44,0,0.380,3승0무7패
2010.06.25,1,SK,69,47,22,0,0.681,8승0무2패
2010.06.25,2,두산,70,39,30,1,0.557,6승0무4패
2010.06.25,3,삼성,72,37,34,1,0.514,7승0무3패
2010.06.25,4,롯데,72,35,35,2,0.486,4승1무5패
2010.06.25,5,KIA,72,34,38,0,0.472,0승0무10패
2010.06.25,6,LG,71,33,37,1,0.465,6승0무4패
2010.06.25,7,넥센,72,30,41,1,0.417,5승0무5패
2010.06.25,8,한화,72,27,45,0,0.375,3승0무7패
2010.06.26,1,SK,69,47,22,0,0.681,8승0무2패
2010.06.26,2,두산,71,40,30,1,0.563,6승0무4패
2010.06.26,3,삼성,73,38,34,1,0.521,7승0무3패
2010.06.26,4,롯데,72,35,35,2,0.486,4승1무5패
2010.06.26,5,LG,72,34,37,1,0.472,6승0무4패
2010.06.26,6,KIA,73,34,39,0,0.466,0승0무10패
2010.06.26,7,넥센,73,30,42,1,0.411,5승0무5패
2010.06.26,8,한화,73,27,46,0,0.370,3승0무7패
2010.06.27,1,SK,70,48,22,0,0.686,8승0무2패
2010.06.27,2,두산,72,41,30,1,0.569,6승0무4패
2010.06.27,3,삼성,74,39,34,1,0.527,7승0무3패
2010.06.27,4,롯데,73,35,36,2,0.479,4승1무5패
2010.06.27,5,LG,73,34,38,1,0.466,6승0무4패
2010.06.27,6,KIA,74,34,40,0,0.459,0승0무10패
2010.06.27,7,넥센,74,30,43,1,0.405,5승0무5패
2010.06.27,8,한화,74,28,46,0,0.378,3승0무7패
2010.06.28,1,SK,70,48,22,0,0.686,8승0무2패
2010.06.28,2,두산,72,41,30,1,0.569,6승0무4패
2010.06.28,3,삼성,74,39,34,1,0.527,7승0무3패
2010.06.28,4,롯데,73,35,36,2,0.479,4승1무5패
2010.06.28,5,LG,73,34,38,1,0.466,6승0무4패
2010.06.28,6,KIA,74,34,40,0,0.459,0승0무10패
2010.06.28,7,넥센,74,30,43,1,0.405,5승0무5패
2010.06.28,8,한화,74,28,46,0,0.378,3승0무7패
2010.06.29,1,SK,71,49,22,0,0.690,8승0무2패
2010.06.29,2,두산,73,42,30,1,0.575,6승0무4패
2010.06.29,3,삼성,75,40,34,1,0.533,7승0무3패
2010.06.29,4,롯데,74,35,37,2,0.473,4승1무5패
2010.06.29,4,LG,74,35,38,1,0.473,6승0무4패
2010.06.29,6,KIA,75,34,41,0,0.453,0승0무10패
2010.06.29,7,넥센,75,30,44,1,0.400,5승0무5패
2010.06.29,8,한화,75,28,47,0,0.373,3승0무7패
2010.06.30,1,SK,72,50,22,0,0.694,8승0무2패
2010.06.30,2,두산,74,43,30,1,0.581,7승0무3패
2010.06.30,3,삼성,76,41,34,1,0.539,8승0무2패
2010.06.30,4,롯데,75,35,38,2,0.467,4승1무5패
2010.06.30,4,LG,75,35,39,1,0.467,5승0무5패
2010.06.30,6,KIA,76,34,42,0,0.447,0승0무10패
2010.06.30,7,넥센,76,31,44,1,0.408,5승0무5패
2010.06.30,8,한화,76,28,48,0,0.368,2승0무8패
2010.07.01,1,SK,73,51,22,0,0.699,7승0무3패
2010.07.01,2,두산,75,44,30,1,0.587,7승0무3패
2010.07.01,3,삼성,77,42,34,1,0.545,9승0무1패
2010.07.01,4,롯데,76,35,39,2,0.461,5승0무5패
2010.07.01,4,LG,76,35,40,1,0.461,3승0무7패
2010.07.01,6,KIA,77,34,43,0,0.442,1승0무9패
2010.07.01,7,넥센,77,32,44,1,0.416,3승0무7패
2010.07.01,8,한화,77,28,49,0,0.364,5승0무5패
2010.07.02,1,SK,73,51,22,0,0.699,7승0무3패
2010.07.02,2,두산,75,44,30,1,0.587,7승0무3패
2010.07.02,3,삼성,77,42,34,1,0.545,9승0무1패
2010.07.02,4,롯데,76,35,39,2,0.461,5승0무5패
2010.07.02,4,LG,76,35,40,1,0.461,3승0무7패
2010.07.02,6,KIA,77,34,43,0,0.442,1승0무9패
2010.07.02,7,넥센,77,32,44,1,0.416,3승0무7패
2010.07.02,8,한화,77,28,49,0,0.364,5승0무5패
2010.07.03,1,SK,74,52,22,0,0.703,7승0무3패
2010.07.03,2,두산,76,44,31,1,0.579,7승0무3패
2010.07.03,3,삼성,78,43,34,1,0.551,9승0무1패
2010.07.03,4,롯데,77,36,39,2,0.468,5승0무5패
2010.07.03,5,LG,77,35,41,1,0.455,3승0무7패
2010.07.03,6,KIA,78,34,44,0,0.436,1승0무9패
2010.07.03,7,넥센,78,32,45,1,0.410,3승0무7패
2010.07.03,8,한화,78,29,49,0,0.372,5승0무5패
2010.07.04,1,SK,75,53,22,0,0.707,7승0무3패
2010.07.04,2,두산,77,44,32,1,0.571,7승0무3패
2010.07.04,3,삼성,79,44,34,1,0.557,9승0무1패
2010.07.04,4,롯데,78,37,39,2,0.474,5승0무5패
2010.07.04,5,LG,78,35,42,1,0.449,3승0무7패
2010.07.04,6,KIA,79,34,45,0,0.430,1승0무9패
2010.07.04,7,넥센,79,32,46,1,0.405,3승0무7패
2010.07.04,8,한화,79,30,49,0,0.380,5승0무5패
2010.07.05,1,SK,75,53,22,0,0.707,7승0무3패
2010.07.05,2,두산,77,44,32,1,0.571,7승0무3패
2010.07.05,3,삼성,79,44,34,1,0.557,9승0무1패
2010.07.05,4,롯데,78,37,39,2,0.474,5승0무5패
2010.07.05,5,LG,78,35,42,1,0.449,3승0무7패
2010.07.05,6,KIA,79,34,45,0,0.430,1승0무9패
2010.07.05,7,넥센,79,32,46,1,0.405,3승0무7패
2010.07.05,8,한화,79,30,49,0,0.380,5승0무5패
2010.07.06,1,SK,76,53,23,0,0.697,7승0무3패
2010.07.06,2,두산,78,45,32,1,0.577,7승0무3패
2010.07.06,3,삼성,80,45,34,1,0.563,9승0무1패
2010.07.06,4,롯데,79,38,39,2,0.481,5승0무5패
2010.07.06,5,LG,79,36,42,1,0.456,3승0무7패
2010.07.06,6,KIA,80,34,46,0,0.425,1승0무9패
2010.07.06,7,넥센,80,32,47,1,0.400,3승0무7패
2010.07.06,8,한화,80,30,50,0,0.375,5승0무5패
2010.07.07,1,SK,77,53,24,0,0.688,7승0무3패
2010.07.07,2,두산,78,45,32,1,0.577,7승0무3패
2010.07.07,3,삼성,81,46,34,1,0.568,9승0무1패
2010.07.07,4,롯데,80,38,40,2,0.475,5승0무5패
2010.07.07,5,LG,80,36,43,1,0.450,3승0무7패
2010.07.07,6,KIA,80,34,46,0,0.425,1승0무9패
2010.07.07,7,넥센,81,33,47,1,0.407,3승0무7패
2010.07.07,8,한화,81,31,50,0,0.383,5승0무5패
2010.07.08,1,SK,78,54,24,0,0.692,7승0무3패
2010.07.08,2,두산,79,46,32,1,0.582,7승0무3패
2010.07.08,3,삼성,82,46,35,1,0.561,9승0무1패
2010.07.08,4,롯데,81,39,40,2,0.481,5승0무5패
2010.07.08,5,LG,81,36,44,1,0.444,3승0무7패
2010.07.08,6,KIA,81,34,47,0,0.420,1승0무9패
2010.07.08,7,넥센,82,33,48,1,0.402,3승0무7패
2010.07.08,8,한화,82,32,50,0,0.390,5승0무5패
2010.07.09,1,SK,79,54,25,0,0.684,7승0무3패
2010.07.09,2,두산,80,46,33,1,0.575,7승0무3패
2010.07.09,3,삼성,83,47,35,1,0.566,9승0무1패
2010.07.09,4,롯데,82,40,40,2,0.488,5승0무5패
2010.07.09,5,LG,82,37,44,1,0.451,3승0무7패
2010.07.09,6,KIA,82,35,47,0,0.427,1승0무9패
2010.07.09,7,넥센,83,33,49,1,0.398,3승0무7패
2010.07.09,8,한화,83,32,51,0,0.386,5승0무5패
2010.07.10,1,SK,80,55,25,0,0.688,6승0무4패
2010.07.10,2,삼성,84,48,35,1,0.571,8승0무2패
2010.07.10,3,두산,81,46,34,1,0.568,5승0무5패
2010.07.10,4,롯데,83,40,41,2,0.482,5승1무4패
2010.07.10,5,LG,83,38,44,1,0.458,5승0무5패
2010.07.10,6,KIA,83,36,47,0,0.434,2승0무8패
2010.07.10,7,넥센,84,33,50,1,0.393,3승1무6패
2010.07.10,8,한화,84,32,52,0,0.381,4승0무6패
2010.07.11,1,SK,80,55,25,0,0.688,6승0무4패
2010.07.11,2,삼성,85,49,35,1,0.576,8승0무2패
2010.07.11,3,두산,82,47,34,1,0.573,5승0무5패
2010.07.11,4,롯데,83,40,41,2,0.482,5승1무4패
2010.07.11,5,LG,84,38,45,1,0.452,5승0무5패
2010.07.11,6,KIA,83,36,47,0,0.434,2승0무8패
2010.07.11,7,넥센,85,33,51,1,0.388,3승1무6패
2010.07.11,8,한화,84,32,52,0,0.381,4승0무6패
2010.07.12,1,SK,80,55,25,0,0.688,6승0무4패
2010.07.12,2,삼성,85,49,35,1,0.576,8승0무2패
2010.07.12,3,두산,82,47,34,1,0.573,5승0무5패
2010.07.12,4,롯데,83,40,41,2,0.482,5승1무4패
2010.07.12,5,LG,84,38,45,1,0.452,5승0무5패
2010.07.12,6,KIA,83,36,47,0,0.434,2승0무8패
2010.07.12,7,넥센,85,33,51,1,0.388,3승1무6패
2010.07.12,8,한화,84,32,52,0,0.381,4승0무6패
2010.07.13,1,SK,81,56,25,0,0.691,6승0무4패
2010.07.13,2,삼성,86,50,35,1,0.581,8승0무2패
2010.07.13,3,두산,83,47,35,1,0.566,5승0무5패
2010.07.13,4,롯데,84,41,41,2,0.488,5승1무4패
2010.07.13,5,LG,84,38,45,1,0.452,5승0무5패
2010.07.13,6,KIA,83,36,47,0,0.434,2승0무8패
2010.07.13,7,넥센,86,33,52,1,0.384,3승1무6패
2010.07.13,8,한화,85,32,53,0,0.376,4승0무6패
2010.07.14,1,SK,82,56,26,0,0.683,6승0무4패
2010.07.14,2,삼성,87,50,36,1,0.575,8승0무2패
2010.07.14,3,두산,84,48,35,1,0.571,5승0무5패
2010.07.14,4,롯데,85,41,41,3,0.482,5승1무4패
2010.07.14,5,LG,85,39,45,1,0.459,5승0무5패
2010.07.14,6,KIA,84,36,48,0,0.429,2승0무8패
2010.07.14,7,한화,86,33,53,0,0.384,4승0무6패
2010.07.14,8,넥센,87,33,52,2,0.379,3승1무6패
2010.07.15,1,SK,83,57,26,0,0.687,6승0무4패
2010.07.15,2,삼성,88,51,36,1,0.580,8승0무2패
2010.07.15,3,두산,85,48,36,1,0.565,5승0무5패
2010.07.15,4,롯데,86,41,42,3,0.477,5승1무4패
2010.07.15,5,LG,86,40,45,1,0.465,5승0무5패
2010.07.15,6,KIA,85,36,49,0,0.424,2승0무8패
